Hiperparametros,epocas,lotes,train_f1,test_f1,train_accuracy,test_accuracy
"{'num_layers': 3, 'capa0_neuronas': 32, 'optimizer': 'sgd', 'capa1_neuronas': 128, 'capa2_neuronas': 64}",64,10,0.9460166096687317,0.9459999203681946,0.9460166692733765,0.9459999799728394
"{'num_layers': 3, 'capa0_neuronas': 32, 'optimizer': 'sgd', 'capa1_neuronas': 128, 'capa2_neuronas': 128}",64,10,0.947066605091095,0.947700023651123,0.9470666646957397,0.947700023651123
"{'num_layers': 3, 'capa0_neuronas': 64, 'optimizer': 'adam', 'capa1_neuronas': 32, 'capa2_neuronas': 32}",64,10,0.9827832579612732,0.9755999445915222,0.982783317565918,0.975600004196167
"{'num_layers': 3, 'capa0_neuronas': 64, 'optimizer': 'adam', 'capa1_neuronas': 32, 'capa2_neuronas': 64}",64,10,0.9845832586288452,0.9720999598503113,0.98458331823349,0.972100019454956
"{'num_layers': 3, 'capa0_neuronas': 64, 'optimizer': 'adam', 'capa1_neuronas': 32, 'capa2_neuronas': 128}",64,10,0.9880833029747009,0.9740999341011047,0.9880833625793457,0.9740999937057495
"{'num_layers': 3, 'capa0_neuronas': 64, 'optimizer': 'adam', 'capa1_neuronas': 64, 'capa2_neuronas': 32}",64,10,0.9824332594871521,0.9737999439239502,0.9824333190917969,0.973800003528595
"{'num_layers': 3, 'capa0_neuronas': 64, 'optimizer': 'adam', 'capa1_neuronas': 64, 'capa2_neuronas': 64}",64,10,0.9900665879249573,0.9761999249458313,0.990066647529602,0.9761999845504761
"{'num_layers': 3, 'capa0_neuronas': 64, 'optimizer': 'adam', 'capa1_neuronas': 64, 'capa2_neuronas': 128}",64,10,0.9900499582290649,0.9746999144554138,0.9900500178337097,0.9746999740600586
"{'num_layers': 3, 'capa0_neuronas': 64, 'optimizer': 'adam', 'capa1_neuronas': 128, 'capa2_neuronas': 32}",64,10,0.9885832667350769,0.9762999415397644,0.9885833263397217,0.9763000011444092
"{'num_layers': 3, 'capa0_neuronas': 64, 'optimizer': 'adam', 'capa1_neuronas': 128, 'capa2_neuronas': 64}",64,10,0.9858165979385376,0.9758999347686768,0.9858166575431824,0.9758999943733215
"{'num_layers': 3, 'capa0_neuronas': 64, 'optimizer': 'adam', 'capa1_neuronas': 128, 'capa2_neuronas': 128}",64,10,0.9911999106407166,0.9762999415397644,0.9911999702453613,0.9763000011444092
"{'num_layers': 3, 'capa0_neuronas': 64, 'optimizer': 'sgd', 'capa1_neuronas': 32, 'capa2_neuronas': 32}",64,10,0.9535333514213562,0.9526999592781067,0.9535333514213562,0.9527000188827515
"{'num_layers': 3, 'capa0_neuronas': 64, 'optimizer': 'sgd', 'capa1_neuronas': 32, 'capa2_neuronas': 64}",64,10,0.9548666477203369,0.9528999328613281,0.9548666477203369,0.9528999924659729
"{'num_layers': 3, 'capa0_neuronas': 64, 'optimizer': 'sgd', 'capa1_neuronas': 32, 'capa2_neuronas': 128}",64,10,0.9517999887466431,0.9490999579429626,0.9517999887466431,0.9491000175476074
"{'num_layers': 3, 'capa0_neuronas': 64, 'optimizer': 'sgd', 'capa1_neuronas': 64, 'capa2_neuronas': 32}",64,10,0.9525666236877441,0.9510999321937561,0.9525666832923889,0.9510999917984009
"{'num_layers': 3, 'capa0_neuronas': 64, 'optimizer': 'sgd', 'capa1_neuronas': 64, 'capa2_neuronas': 64}",64,10,0.9515499472618103,0.9512999653816223,0.9515500068664551,0.9513000249862671
"{'num_layers': 3, 'capa0_neuronas': 64, 'optimizer': 'sgd', 'capa1_neuronas': 64, 'capa2_neuronas': 128}",64,10,0.952549934387207,0.9521999359130859,0.9525499939918518,0.9521999955177307
"{'num_layers': 3, 'capa0_neuronas': 64, 'optimizer': 'sgd', 'capa1_neuronas': 128, 'capa2_neuronas': 32}",64,10,0.9536499381065369,0.9546999335289001,0.9536499977111816,0.9546999931335449
"{'num_layers': 3, 'capa0_neuronas': 64, 'optimizer': 'sgd', 'capa1_neuronas': 128, 'capa2_neuronas': 64}",64,10,0.9540499448776245,0.9528999328613281,0.9540500044822693,0.9528999924659729
"{'num_layers': 3, 'capa0_neuronas': 64, 'optimizer': 'sgd', 'capa1_neuronas': 128, 'capa2_neuronas': 128}",64,10,0.9524332880973816,0.9535999298095703,0.9524333477020264,0.9535999894142151
"{'num_layers': 3, 'capa0_neuronas': 128, 'optimizer': 'adam', 'capa1_neuronas': 32, 'capa2_neuronas': 32}",64,10,0.9879832863807678,0.9768999814987183,0.9879833459854126,0.9768999814987183
"{'num_layers': 3, 'capa0_neuronas': 128, 'optimizer': 'adam', 'capa1_neuronas': 32, 'capa2_neuronas': 64}",64,10,0.9875665903091431,0.9782999157905579,0.9875666499137878,0.9782999753952026
"{'num_layers': 3, 'capa0_neuronas': 128, 'optimizer': 'adam', 'capa1_neuronas': 32, 'capa2_neuronas': 128}",64,10,0.9866499304771423,0.9777999520301819,0.9866499900817871,0.9778000116348267
"{'num_layers': 3, 'capa0_neuronas': 128, 'optimizer': 'adam', 'capa1_neuronas': 64, 'capa2_neuronas': 32}",64,10,0.988933265209198,0.9774999618530273,0.9889333248138428,0.9775000214576721
"{'num_layers': 3, 'capa0_neuronas': 128, 'optimizer': 'adam', 'capa1_neuronas': 64, 'capa2_neuronas': 64}",64,10,0.9919666051864624,0.9784999489784241,0.9919666647911072,0.9785000085830688
"{'num_layers': 3, 'capa0_neuronas': 128, 'optimizer': 'adam', 'capa1_neuronas': 64, 'capa2_neuronas': 128}",64,10,0.9923499226570129,0.9775999188423157,0.9923499822616577,0.9775999784469604
"{'num_layers': 3, 'capa0_neuronas': 128, 'optimizer': 'adam', 'capa1_neuronas': 128, 'capa2_neuronas': 32}",64,10,0.9880999326705933,0.9797999262809753,0.988099992275238,0.9797999858856201
"{'num_layers': 3, 'capa0_neuronas': 128, 'optimizer': 'adam', 'capa1_neuronas': 128, 'capa2_neuronas': 64}",64,10,0.9906332492828369,0.9780999422073364,0.9906333088874817,0.9781000018119812
"{'num_layers': 3, 'capa0_neuronas': 128, 'optimizer': 'adam', 'capa1_neuronas': 128, 'capa2_neuronas': 128}",64,10,0.9903332591056824,0.9792999625205994,0.9903333187103271,0.9793000221252441
"{'num_layers': 3, 'capa0_neuronas': 128, 'optimizer': 'sgd', 'capa1_neuronas': 32, 'capa2_neuronas': 32}",64,10,0.9565499424934387,0.9537999629974365,0.9565500020980835,0.9538000226020813
"{'num_layers': 3, 'capa0_neuronas': 128, 'optimizer': 'sgd', 'capa1_neuronas': 32, 'capa2_neuronas': 64}",64,10,0.9569832682609558,0.9553999304771423,0.9569833278656006,0.9553999900817871
"{'num_layers': 3, 'capa0_neuronas': 128, 'optimizer': 'sgd', 'capa1_neuronas': 32, 'capa2_neuronas': 128}",64,10,0.9576166272163391,0.9569999575614929,0.9576166868209839,0.9570000171661377
"{'num_layers': 3, 'capa0_neuronas': 128, 'optimizer': 'sgd', 'capa1_neuronas': 64, 'capa2_neuronas': 32}",64,10,0.9554499387741089,0.9533999562263489,0.9554499983787537,0.9534000158309937
"{'num_layers': 3, 'capa0_neuronas': 128, 'optimizer': 'sgd', 'capa1_neuronas': 64, 'capa2_neuronas': 64}",64,10,0.9574165940284729,0.9553999304771423,0.9574166536331177,0.9553999900817871
"{'num_layers': 3, 'capa0_neuronas': 128, 'optimizer': 'sgd', 'capa1_neuronas': 64, 'capa2_neuronas': 128}",64,10,0.9581832885742188,0.9577999114990234,0.9581833481788635,0.9577999711036682
"{'num_layers': 3, 'capa0_neuronas': 128, 'optimizer': 'sgd', 'capa1_neuronas': 128, 'capa2_neuronas': 32}",64,10,0.9586166143417358,0.9589999914169312,0.9586166739463806,0.9589999914169312
"{'num_layers': 3, 'capa0_neuronas': 128, 'optimizer': 'sgd', 'capa1_neuronas': 128, 'capa2_neuronas': 64}",64,10,0.9570165872573853,0.9555999636650085,0.95701664686203,0.9556000232696533
"{'num_layers': 3, 'capa0_neuronas': 128, 'optimizer': 'sgd', 'capa1_neuronas': 128, 'capa2_neuronas': 128}",64,10,0.9578832983970642,0.9586999416351318,0.957883358001709,0.9587000012397766
"{'num_layers': 1, 'capa0_neuronas': 32, 'optimizer': 'adam'}",28,10,0.9713166356086731,0.9639999270439148,0.9713166952133179,0.9639999866485596
"{'num_layers': 1, 'capa0_neuronas': 32, 'optimizer': 'sgd'}",28,10,0.9132000207901001,0.9177999496459961,0.9132000207901001,0.9178000092506409
"{'num_layers': 1, 'capa0_neuronas': 64, 'optimizer': 'adam'}",28,10,0.9820332527160645,0.9723999500274658,0.9820333123207092,0.9724000096321106
"{'num_layers': 1, 'capa0_neuronas': 64, 'optimizer': 'sgd'}",28,10,0.9131332635879517,0.9188999533653259,0.9131333231925964,0.9189000129699707
"{'num_layers': 1, 'capa0_neuronas': 128, 'optimizer': 'adam'}",28,10,0.9916499257087708,0.9784999489784241,0.9916499853134155,0.9785000085830688
"{'num_layers': 1, 'capa0_neuronas': 128, 'optimizer': 'sgd'}",28,10,0.9203166365623474,0.922999918460846,0.9203166961669922,0.9229999780654907
"{'num_layers': 2, 'capa0_neuronas': 32, 'optimizer': 'adam', 'capa1_neuronas': 32}",28,10,0.9713665843009949,0.9639999270439148,0.9713666439056396,0.9639999866485596
"{'num_layers': 2, 'capa0_neuronas': 32, 'optimizer': 'adam', 'capa1_neuronas': 64}",28,10,0.9799166321754456,0.9698999524116516,0.9799166917800903,0.9699000120162964
"{'num_layers': 2, 'capa0_neuronas': 32, 'optimizer': 'adam', 'capa1_neuronas': 128}",28,10,0.9807832837104797,0.9697998762130737,0.9807833433151245,0.9697999954223633
"{'num_layers': 2, 'capa0_neuronas': 32, 'optimizer': 'sgd', 'capa1_neuronas': 32}",28,10,0.9203499555587769,0.924799919128418,0.9203500151634216,0.9247999787330627
"{'num_layers': 2, 'capa0_neuronas': 32, 'optimizer': 'sgd', 'capa1_neuronas': 64}",28,10,0.9187666177749634,0.9213999509811401,0.9187666773796082,0.9214000105857849
"{'num_layers': 2, 'capa0_neuronas': 32, 'optimizer': 'sgd', 'capa1_neuronas': 128}",28,10,0.9226499795913696,0.9264999628067017,0.9226499795913696,0.9265000224113464
"{'num_layers': 2, 'capa0_neuronas': 64, 'optimizer': 'adam', 'capa1_neuronas': 32}",28,10,0.9851332902908325,0.9737999439239502,0.9851333498954773,0.973800003528595
"{'num_layers': 2, 'capa0_neuronas': 64, 'optimizer': 'adam', 'capa1_neuronas': 64}",28,10,0.9866666197776794,0.9754999279975891,0.9866666793823242,0.9754999876022339
"{'num_layers': 2, 'capa0_neuronas': 64, 'optimizer': 'adam', 'capa1_neuronas': 128}",28,10,0.9895832538604736,0.974299967288971,0.9895833134651184,0.9743000268936157
"{'num_layers': 2, 'capa0_neuronas': 64, 'optimizer': 'sgd', 'capa1_neuronas': 32}",28,10,0.9243999123573303,0.9305999279022217,0.9243999719619751,0.9305999875068665
"{'num_layers': 2, 'capa0_neuronas': 64, 'optimizer': 'sgd', 'capa1_neuronas': 64}",28,10,0.925983190536499,0.9315999150276184,0.9259833097457886,0.9315999746322632
"{'num_layers': 2, 'capa0_neuronas': 64, 'optimizer': 'sgd', 'capa1_neuronas': 128}",28,10,0.9258165955543518,0.929599940776825,0.9258166551589966,0.9296000003814697
"{'num_layers': 2, 'capa0_neuronas': 128, 'optimizer': 'adam', 'capa1_neuronas': 32}",28,10,0.9927166104316711,0.9779999256134033,0.9927166700363159,0.9779999852180481
"{'num_layers': 2, 'capa0_neuronas': 128, 'optimizer': 'adam', 'capa1_neuronas': 64}",28,10,0.9906332492828369,0.9767999649047852,0.9906333088874817,0.9768000245094299
"{'num_layers': 2, 'capa0_neuronas': 128, 'optimizer': 'adam', 'capa1_neuronas': 128}",28,10,0.994149923324585,0.9806999564170837,0.9941499829292297,0.9807000160217285
"{'num_layers': 2, 'capa0_neuronas': 128, 'optimizer': 'sgd', 'capa1_neuronas': 32}",28,10,0.9275165796279907,0.9314999580383301,0.9275166392326355,0.9315000176429749
"{'num_layers': 2, 'capa0_neuronas': 128, 'optimizer': 'sgd', 'capa1_neuronas': 64}",28,10,0.931566596031189,0.9352999329566956,0.9315666556358337,0.9352999925613403
"{'num_layers': 2, 'capa0_neuronas': 128, 'optimizer': 'sgd', 'capa1_neuronas': 128}",28,10,0.9293999671936035,0.9314999580383301,0.9294000267982483,0.9315000176429749
"{'num_layers': 3, 'capa0_neuronas': 32, 'optimizer': 'adam', 'capa1_neuronas': 32, 'capa2_neuronas': 32}",28,10,0.975399911403656,0.9667999148368835,0.9753999710083008,0.9667999744415283
"{'num_layers': 3, 'capa0_neuronas': 32, 'optimizer': 'adam', 'capa1_neuronas': 32, 'capa2_neuronas': 64}",28,10,0.9772666096687317,0.9668999314308167,0.9772666692733765,0.9668999910354614
"{'num_layers': 3, 'capa0_neuronas': 32, 'optimizer': 'adam', 'capa1_neuronas': 32, 'capa2_neuronas': 128}",28,10,0.9795999526977539,0.9687999486923218,0.9796000123023987,0.9688000082969666
"{'num_layers': 3, 'capa0_neuronas': 32, 'optimizer': 'adam', 'capa1_neuronas': 64, 'capa2_neuronas': 32}",28,10,0.9801332950592041,0.971299946308136,0.9801333546638489,0.9713000059127808
"{'num_layers': 3, 'capa0_neuronas': 32, 'optimizer': 'adam', 'capa1_neuronas': 64, 'capa2_neuronas': 64}",28,10,0.9804165959358215,0.9691999554634094,0.9804166555404663,0.9692000150680542
"{'num_layers': 3, 'capa0_neuronas': 32, 'optimizer': 'adam', 'capa1_neuronas': 64, 'capa2_neuronas': 128}",28,10,0.9816832542419434,0.9693999290466309,0.9816833138465881,0.9693999886512756
"{'num_layers': 3, 'capa0_neuronas': 32, 'optimizer': 'adam', 'capa1_neuronas': 128, 'capa2_neuronas': 32}",28,10,0.9820499420166016,0.9711999297142029,0.9820500016212463,0.9711999893188477
"{'num_layers': 3, 'capa0_neuronas': 32, 'optimizer': 'adam', 'capa1_neuronas': 128, 'capa2_neuronas': 64}",28,10,0.9806665778160095,0.9715999364852905,0.9806666374206543,0.9715999960899353
"{'num_layers': 3, 'capa0_neuronas': 32, 'optimizer': 'adam', 'capa1_neuronas': 128, 'capa2_neuronas': 128}",28,10,0.9850332736968994,0.9699999690055847,0.9850333333015442,0.9700000286102295
"{'num_layers': 3, 'capa0_neuronas': 32, 'optimizer': 'sgd', 'capa1_neuronas': 32, 'capa2_neuronas': 32}",28,10,0.9267499446868896,0.9289999604225159,0.9267500042915344,0.9290000200271606
"{'num_layers': 3, 'capa0_neuronas': 32, 'optimizer': 'sgd', 'capa1_neuronas': 32, 'capa2_neuronas': 64}",28,10,0.9274332523345947,0.9296998977661133,0.9274333119392395,0.9297000169754028
"{'num_layers': 3, 'capa0_neuronas': 32, 'optimizer': 'sgd', 'capa1_neuronas': 32, 'capa2_neuronas': 128}",28,10,0.9275499582290649,0.9318999648094177,0.9275500178337097,0.9319000244140625
"{'num_layers': 3, 'capa0_neuronas': 32, 'optimizer': 'sgd', 'capa1_neuronas': 64, 'capa2_neuronas': 32}",28,10,0.9271665811538696,0.9303998947143555,0.9271666407585144,0.930400013923645
"{'num_layers': 3, 'capa0_neuronas': 32, 'optimizer': 'sgd', 'capa1_neuronas': 64, 'capa2_neuronas': 64}",28,10,0.9249499440193176,0.9275999665260315,0.9249500036239624,0.9276000261306763
"{'num_layers': 3, 'capa0_neuronas': 32, 'optimizer': 'sgd', 'capa1_neuronas': 64, 'capa2_neuronas': 128}",28,10,0.9225332140922546,0.9290999174118042,0.9225333333015442,0.929099977016449
"{'num_layers': 3, 'capa0_neuronas': 32, 'optimizer': 'sgd', 'capa1_neuronas': 128, 'capa2_neuronas': 32}",28,10,0.9287666082382202,0.933199942111969,0.928766667842865,0.9332000017166138
"{'num_layers': 3, 'capa0_neuronas': 32, 'optimizer': 'sgd', 'capa1_neuronas': 128, 'capa2_neuronas': 64}",28,10,0.9294832944869995,0.9316999316215515,0.9294833540916443,0.9316999912261963
"{'num_layers': 3, 'capa0_neuronas': 32, 'optimizer': 'sgd', 'capa1_neuronas': 128, 'capa2_neuronas': 128}",28,10,0.9326665997505188,0.9341999292373657,0.9326666593551636,0.9341999888420105
"{'num_layers': 3, 'capa0_neuronas': 64, 'optimizer': 'adam', 'capa1_neuronas': 32, 'capa2_neuronas': 32}",28,10,0.9823832511901855,0.9728999137878418,0.9823833107948303,0.9728999733924866
"{'num_layers': 3, 'capa0_neuronas': 64, 'optimizer': 'adam', 'capa1_neuronas': 32, 'capa2_neuronas': 64}",28,10,0.9858666062355042,0.9737999439239502,0.9858666658401489,0.973800003528595
"{'num_layers': 3, 'capa0_neuronas': 64, 'optimizer': 'adam', 'capa1_neuronas': 32, 'capa2_neuronas': 128}",28,10,0.9883332848548889,0.9757999181747437,0.9883333444595337,0.9757999777793884
"{'num_layers': 3, 'capa0_neuronas': 64, 'optimizer': 'adam', 'capa1_neuronas': 64, 'capa2_neuronas': 32}",28,10,0.9877166152000427,0.9746999144554138,0.9877166748046875,0.9746999740600586
"{'num_layers': 3, 'capa0_neuronas': 64, 'optimizer': 'adam', 'capa1_neuronas': 64, 'capa2_neuronas': 64}",28,10,0.9824499487876892,0.9736999273300171,0.982450008392334,0.9736999869346619
"{'num_layers': 3, 'capa0_neuronas': 64, 'optimizer': 'adam', 'capa1_neuronas': 64, 'capa2_neuronas': 128}",28,10,0.983966588973999,0.9736999273300171,0.9839666485786438,0.9736999869346619
"{'num_layers': 3, 'capa0_neuronas': 64, 'optimizer': 'adam', 'capa1_neuronas': 128, 'capa2_neuronas': 32}",28,10,0.9861832857131958,0.9755999445915222,0.9861833453178406,0.975600004196167
"{'num_layers': 3, 'capa0_neuronas': 64, 'optimizer': 'adam', 'capa1_neuronas': 128, 'capa2_neuronas': 64}",28,10,0.9877166152000427,0.9754999279975891,0.9877166748046875,0.9754999876022339
"{'num_layers': 3, 'capa0_neuronas': 64, 'optimizer': 'adam', 'capa1_neuronas': 128, 'capa2_neuronas': 128}",28,10,0.9866166114807129,0.9757999181747437,0.9866166710853577,0.9757999777793884
"{'num_layers': 3, 'capa0_neuronas': 64, 'optimizer': 'sgd', 'capa1_neuronas': 32, 'capa2_neuronas': 32}",28,10,0.9325166344642639,0.9342999458312988,0.9325166940689087,0.9343000054359436
"{'num_layers': 3, 'capa0_neuronas': 64, 'optimizer': 'sgd', 'capa1_neuronas': 32, 'capa2_neuronas': 64}",28,10,0.9361665844917297,0.9369999170303345,0.9361666440963745,0.9369999766349792
"{'num_layers': 3, 'capa0_neuronas': 64, 'optimizer': 'sgd', 'capa1_neuronas': 32, 'capa2_neuronas': 128}",28,10,0.929783284664154,0.9307999610900879,0.9297833442687988,0.9308000206947327
"{'num_layers': 3, 'capa0_neuronas': 64, 'optimizer': 'sgd', 'capa1_neuronas': 64, 'capa2_neuronas': 32}",28,10,0.933616578578949,0.9350999593734741,0.9336166381835938,0.9351000189781189
"{'num_layers': 3, 'capa0_neuronas': 64, 'optimizer': 'sgd', 'capa1_neuronas': 64, 'capa2_neuronas': 64}",28,10,0.9355999231338501,0.9360999464988708,0.9355999827384949,0.9361000061035156
"{'num_layers': 3, 'capa0_neuronas': 64, 'optimizer': 'sgd', 'capa1_neuronas': 64, 'capa2_neuronas': 128}",28,10,0.934833288192749,0.9351999163627625,0.9348333477973938,0.9351999759674072
"{'num_layers': 3, 'capa0_neuronas': 64, 'optimizer': 'sgd', 'capa1_neuronas': 128, 'capa2_neuronas': 32}",28,10,0.9375665783882141,0.9375999569892883,0.9375666379928589,0.9376000165939331
"{'num_layers': 3, 'capa0_neuronas': 64, 'optimizer': 'sgd', 'capa1_neuronas': 128, 'capa2_neuronas': 64}",28,10,0.9340165853500366,0.936199963092804,0.9340166449546814,0.9362000226974487
"{'num_layers': 3, 'capa0_neuronas': 64, 'optimizer': 'sgd', 'capa1_neuronas': 128, 'capa2_neuronas': 128}",28,10,0.9322665929794312,0.9347999691963196,0.9322666525840759,0.9348000288009644
"{'num_layers': 3, 'capa0_neuronas': 128, 'optimizer': 'adam', 'capa1_neuronas': 32, 'capa2_neuronas': 32}",28,10,0.9897165894508362,0.9769999384880066,0.989716649055481,0.9769999980926514
"{'num_layers': 3, 'capa0_neuronas': 128, 'optimizer': 'adam', 'capa1_neuronas': 32, 'capa2_neuronas': 64}",28,10,0.9878166317939758,0.9761999249458313,0.9878166913986206,0.9761999845504761
"{'num_layers': 3, 'capa0_neuronas': 128, 'optimizer': 'adam', 'capa1_neuronas': 32, 'capa2_neuronas': 128}",28,10,0.9917832612991333,0.9774999618530273,0.9917833209037781,0.9775000214576721
"{'num_layers': 3, 'capa0_neuronas': 128, 'optimizer': 'adam', 'capa1_neuronas': 64, 'capa2_neuronas': 32}",28,10,0.9904999136924744,0.9792999625205994,0.9904999732971191,0.9793000221252441
"{'num_layers': 3, 'capa0_neuronas': 128, 'optimizer': 'adam', 'capa1_neuronas': 64, 'capa2_neuronas': 64}",28,10,0.9925832748413086,0.9785999655723572,0.9925833344459534,0.978600025177002
"{'num_layers': 3, 'capa0_neuronas': 128, 'optimizer': 'adam', 'capa1_neuronas': 64, 'capa2_neuronas': 128}",28,10,0.9923833012580872,0.9771998524665833,0.9923833608627319,0.9771999716758728
"{'num_layers': 3, 'capa0_neuronas': 128, 'optimizer': 'adam', 'capa1_neuronas': 128, 'capa2_neuronas': 32}",28,10,0.9933332800865173,0.9786999225616455,0.9933333396911621,0.9786999821662903
"{'num_layers': 3, 'capa0_neuronas': 128, 'optimizer': 'adam', 'capa1_neuronas': 128, 'capa2_neuronas': 64}",28,10,0.9930166006088257,0.9780999422073364,0.9930166602134705,0.9781000018119812
"{'num_layers': 3, 'capa0_neuronas': 128, 'optimizer': 'adam', 'capa1_neuronas': 128, 'capa2_neuronas': 128}",28,10,0.9908666014671326,0.980199933052063,0.9908666610717773,0.9801999926567078
"{'num_layers': 3, 'capa0_neuronas': 128, 'optimizer': 'sgd', 'capa1_neuronas': 32, 'capa2_neuronas': 32}",28,10,0.9376832842826843,0.9403999447822571,0.9376833438873291,0.9404000043869019
"{'num_layers': 3, 'capa0_neuronas': 128, 'optimizer': 'sgd', 'capa1_neuronas': 32, 'capa2_neuronas': 64}",28,10,0.93996661901474,0.9413999319076538,0.9399666786193848,0.9413999915122986
"{'num_layers': 3, 'capa0_neuronas': 128, 'optimizer': 'sgd', 'capa1_neuronas': 32, 'capa2_neuronas': 128}",28,10,0.938933253288269,0.9364999532699585,0.9389333128929138,0.9365000128746033
"{'num_layers': 3, 'capa0_neuronas': 128, 'optimizer': 'sgd', 'capa1_neuronas': 64, 'capa2_neuronas': 32}",28,10,0.9411999583244324,0.9412999153137207,0.9412000179290771,0.9412999749183655
"{'num_layers': 3, 'capa0_neuronas': 128, 'optimizer': 'sgd', 'capa1_neuronas': 64, 'capa2_neuronas': 64}",28,10,0.9406166076660156,0.9407999515533447,0.9406166672706604,0.9408000111579895
"{'num_layers': 3, 'capa0_neuronas': 128, 'optimizer': 'sgd', 'capa1_neuronas': 64, 'capa2_neuronas': 128}",28,10,0.9374499320983887,0.9391999244689941,0.9374499917030334,0.9391999840736389
"{'num_layers': 3, 'capa0_neuronas': 128, 'optimizer': 'sgd', 'capa1_neuronas': 128, 'capa2_neuronas': 32}",28,10,0.9391499161720276,0.9407999515533447,0.9391499757766724,0.9408000111579895
"{'num_layers': 3, 'capa0_neuronas': 128, 'optimizer': 'sgd', 'capa1_neuronas': 128, 'capa2_neuronas': 64}",28,10,0.9405332803726196,0.9406999349594116,0.9405333399772644,0.9406999945640564
